place_id,restaurant_name,locality,address,lat,lon,rating,review_count,price_range,business_tags,opening_hours,business_status,price_range_missing,business_type,cuisine_type
ChIJS6OGlg-7wjsRJSIvm4tvnr4,Rohi bar and restaurant,Hinjewadi,"sparsh plaza next fml loung, opposit h, p petrol pump, beside of marriot hotel, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,,,Unknown,restaurant,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJvQ2VWt67wjsRXhM-OJxhLzs,Stock cafe,Hinjewadi,"Man road, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,,,Unknown,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,True,Restaurant,Cafe
ChIJk0H8WgC7wjsRJTw2WIKVRJE,Shri samarth hotel,Hinjewadi,"HPRQ+GH3, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,5.0,6.0,Unknown,restaurant,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJS5QVDwC7wjsRD68M5jaFYbE,Hinjawadi,Hinjewadi,"HPRQ+GH3, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,,,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,Unknown
ChIJzQnRRgC7wjsRlFr_lUWCmXo,हॉटेल न्यु रानमळा,Hinjewadi,"HPRQ+GH3, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,,,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,Unknown
ChIJ07hFw4m7wjsR_NILmq9zf3Q,Cake Way,Hinjewadi,"Survey 148/4/1, near Panchwati Building, Adarsh Nagar, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,,,Unknown,meal_takeaway,,CLOSED_TEMPORARILY,True,Takeaway,Unknown
ChIJxUckcwC7wjsRK-wf33QS9zs,Sanjeevani pavbhaji and Ice cream center hinjewadi,Hinjewadi,"Shreenath food mall, हिंजवडी, पुणे, हिंजवडी, महाराष्ट्र 411057, India",18.5912716,73.73890899999999,,,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,Unknown
ChIJFwlKS_m7wjsRmlIeVM_EilE,Eatfit Hinjewadi,Hinjewadi,"HPRQ+GH3, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,1.9,41.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJ6clCho67wjsRwQ0B9fU4X2o,A1 Fresh Halal Chicken,Hinjewadi,"man road, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,,,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJA5VGsFW7wjsRnRFe_EkF3rY,Chinese Hub,Hinjewadi,"Shop 8, Sukhakarta Market, near Om Furniture, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,,,Unknown,meal_takeaway,,CLOSED_TEMPORARILY,True,Takeaway,Chinese
ChIJnV5Tk8W7wjsRgMrb7TCb1sc,Kolkata spices,Hinjewadi,"HPRQ+GH3, Hinjawadi, Marunji, Hinjavadi, Maharashtra 411057, India",18.5912716,73.73890899999999,3.7,11.0,Unknown,restaurant,Monday: 9:04 AM – 11:04 PM | Tuesday: 9:04 AM – 11:04 PM | Wednesday: 9:04 AM – 11:04 PM | Thursday: 9:04 AM – 11:04 PM | Friday: 9:04 AM – 11:04 PM | Saturday: 9:04 AM – 11:04 PM | Sunday: 9:04 AM – 11:04 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJNcTfqt27wjsROdbxmkShZyY,सिद्धेश्वर वडापाव सेंटर,Hinjewadi,"Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.591445,73.7391356,1.0,1.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJtXoQqVm7wjsRsWSy8Vge5kQ,"Shree Samarth Wadewale,Hinjawadi",Hinjewadi,"Shop No 1, Chatrapathi Shivaji Maharaj Chowk, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5915042,73.7390972,4.0,56.0,Unknown,restaurant,Monday: 4:00 AM – 10:30 PM | Tuesday: 4:00 AM – 10:30 PM | Wednesday: 4:00 AM – 10:30 PM | Thursday: 4:00 AM – 10:30 PM | Friday: 4:00 AM – 10:30 PM | Saturday: 3:30 AM – 10:30 PM | Sunday: 4:00 AM – 10:30 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJU4Hcqt27wjsRJgfizSWuBt4,सन्द्रश्वर डापाव सेंटर,Hinjewadi,"HPRQ+JJ5, Dange Chowk Rd, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5915113,73.7391119,,,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJ3TxpJwC7wjsRb4Jj1D3u4FE,Pihu's Corner,Hinjewadi,"Shreenath Icon, Chatrapati, Shivaji Chowk, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.590862,73.73907799999999,4.8,6.0,Unknown,restaurant,Monday: 4:00 – 10:30 PM | Tuesday: 4:00 – 10:30 PM | Wednesday: 4:00 – 10:30 PM | Thursday: 4:00 – 10:30 PM | Friday: 4:00 – 10:30 PM | Saturday: 4:00 – 10:30 PM | Sunday: 4:00 – 10:30 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJf81s87m7wjsR_j1xsQhVHcg,HOTEL VIJAY 1,Hinjewadi,"Shop No.1&2, Shivaji Chowk, Raigad Building, Hinjawadi Phase 1 Rd, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5908809,73.7386109,4.0,2525.0,1.0,restaurant,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJa5I2cey7wjsRxar5LgwW49s,Hotel Kshanbhar Vishranti,Hinjewadi,"Shop No 1, Oppo D Mart, Hinjawadi Phase 1 Rd, near Firstcry.com, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5916412,73.7389965,4.6,7.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJtV30At27wjsR9OblqWr8ZN8,HOTEL HANUMAN SNACKS SENTER,Hinjewadi,"Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5913625,73.7383914,,,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,Unknown
ChIJl4ZBqN27wjsRat29iEm2WjA,OarameHa's Shivaji Chowk Hinjewadi Phese-1,Hinjewadi,"Shivaji Chowk, Chatrapati, Hinjawadi Phase 1 Rd, near by IDBI Bank, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5913139,73.7394431,4.8,1090.0,Unknown,bakery,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,OPERATIONAL,True,Bakery,Unknown
ChIJt4YbBgG7wjsRJNvrNrBGDWM,The Great Maratha Biryani & Paratha House (Testy Tiffin),Hinjewadi,"Dange Chowk Rd, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5917277,73.7391883,4.5,60.0,Unknown,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,True,Restaurant,Biryani
ChIJtbyByJK7wjsRMqkeu4eNTiA,"Naadbramha Idli - Hinjewadi Phase 1, pune",Hinjewadi,"Dange Chowk Rd, Hinjawadi Phase 1 Rd, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5917733,73.73916129999999,4.3,417.0,Unknown,restaurant,Monday: 5:00 AM – 10:00 PM | Tuesday: 5:00 AM – 10:00 PM | Wednesday: 5:00 AM – 10:00 PM | Thursday: 5:00 AM – 10:00 PM | Friday: 5:00 AM – 10:00 PM | Saturday: 5:00 AM – 10:00 PM | Sunday: 5:00 AM – 10:00 PM,OPERATIONAL,True,Restaurant,South Indian
ChIJybMGr927wjsRBlSvZ29ETLA,Hotel Jai Matadi,Hinjewadi,"Bhumkar Chowk, Near Bakery,, HPRQ+9QG, Hinjewadi Road, Wakad, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5909271,73.7394679,3.5,38.0,Unknown,restaurant,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,OPERATIONAL,True,Restaurant,Unknown
ChIJ15UzrN27wjsR7InJiZ60TJM,Golden Chinese Food Corner,Hinjewadi,"HPRQ+GRM, Hinjawadi Rd, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.591348,73.739532,4.3,7.0,Unknown,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,True,Restaurant,Chinese
ChIJtQzjYVu7wjsRNjD-D-jJP4w,MH99BURGERS - HINJEWADI PUNE,Hinjewadi,"Shop no 2, Ground Floor, Subhashree Building, Wakad Road, near Idfc bank, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5911912,73.7396122,4.0,17.0,Unknown,restaurant,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,OPERATIONAL,True,Restaurant,Fast Food
ChIJje2TRHq5wjsRUYGq9AcRLDY,KNS,Hinjewadi,"Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5909389,73.7396025,4.0,272.0,2.0,restaurant,Monday: 10:30 AM – 10:30 PM | Tuesday: 10:30 AM – 10:30 PM | Wednesday: 10:30 AM – 10:30 PM | Thursday: 10:30 AM – 10:30 PM | Friday: 10:30 AM – 10:30 PM | Saturday: 10:30 AM – 10:30 PM | Sunday: 10:30 AM – 10:30 PM,OPERATIONAL,False,Restaurant,Unknown
ChIJFcJXvnu7wjsRkgdis0Fmd60,Bird Valley Express Pure Veg,Hinjewadi,"Shivaji Chowk, Hinjawadi Phase 1 Rd, Phase 2, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5905278,73.7385536,4.5,308.0,Unknown,restaurant,Monday: 8:00 AM – 11:30 PM | Tuesday: 8:00 AM – 11:30 PM | Wednesday: 8:00 AM – 11:30 PM | Thursday: 8:00 AM – 11:30 PM | Friday: 8:00 AM – 11:30 PM | Saturday: 8:00 AM – 11:30 PM | Sunday: 8:00 AM – 11:30 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJYZ1VyHK7wjsRL2NvZ44RAxI,SHAMBHU MAHADEV FOODS,Hinjewadi,"Shop 2, Radhai Bulding, Ch.shivaji Maharaj Chowk, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.591985,73.7389249,5.0,7.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJydQV49y7wjsRHKHCGpTgAug,Gurukripa Samosa,Hinjewadi,"HPRQ+J7V, Hinjawadi Rd, Hinjawadi, Hinjavadi, Maharashtra 411057, India",18.5916082,73.7381841,4.5,68.0,Unknown,restaurant,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 4:00 AM – 8:00 PM | Thursday: 4:00 AM – 8:00 PM | Friday: 4:00 AM – 8:00 PM | Saturday: 4:00 AM – 8:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJR7774Zi7wjsRaqCTptVyAbE,Krushna Kachhi Dabeli,Hinjewadi,"Shivaji Chowk, Hinjewadi - Wakad Rd, Hinjawadi, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",18.5913562,73.7397424,4.8,16.0,Unknown,restaurant,Monday: 3:30 – 10:30 PM | Tuesday: 3:30 – 10:30 PM | Wednesday: 3:30 – 10:30 PM | Thursday: 3:30 – 10:30 PM | Friday: 3:30 – 10:30 PM | Saturday: 3:30 – 10:30 PM | Sunday: 3:30 – 10:30 PM,OPERATIONAL,True,Restaurant,Unknown
ChIJDbpcjiy7wjsRZY9aQsFV0cI,MITHI MITHAS,Hinjewadi,"IDBI Bank hinjawadi chowk, near, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5913534,73.7397484,4.4,184.0,Unknown,bakery,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,OPERATIONAL,True,Bakery,Unknown
ChIJsUtH3ci7wjsRO_6YBGjkxyo,Desi Indori Dhaba,Hinjewadi,"Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5913545,73.7397604,4.2,93.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,North Indian
ChIJDbFrUty7wjsR-nlNF_MRxgI,Goku Momos,Hinjewadi,"Shop Number 6, Goku Momos, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5918693,73.7395047,3.3,8.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Chinese
ChIJyRvSxKi7wjsR1CrYp_Q1i3U,South Indian Bites,Hinjewadi,"Shivaji Chowk, Dange Chowk Rd, opposite Gramsachivalay, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5920761,73.73922350000001,,,Unknown,restaurant,,CLOSED_TEMPORARILY,True,Restaurant,South Indian
ChIJx6KTLwC7wjsR5vEzL8VSzAY,Shegaon kachori Hinjawadi,Hinjewadi,"Shivaji Chowk, near cloud 111, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5920532,73.7393159,4.0,7.0,Unknown,restaurant,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:30 PM | Wednesday: 8:00 AM – 10:30 PM | Thursday: 8:00 AM – 10:30 PM | Friday: 8:00 AM – 10:30 PM | Saturday: 8:00 AM – 10:30 PM | Sunday: Open 24 hours,OPERATIONAL,True,Restaurant,Unknown
ChIJ5_w5Tdy7wjsRIOeNL3YZ89c,7 Spicy Biryani,Hinjewadi,"Hinjawadi Phase 1 Rd, Hinjawadi, Pune, Hinjavadi, Maharashtra 411057, India",18.5915813,73.73979969999999,5.0,2.0,Unknown,restaurant,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,OPERATIONAL,True,Restaurant,Biryani
ChIJz59M0XjAwjsRVp6seAZgU3Y,Shahji's Parantha House(Apte road),Fc Road,,18.5225322,73.84461089999999,4.6,2091.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ7QrjE3-_wjsRSnjkycULnGg,Hotel Ambience - Model Colony,Fc Road,,18.5299895,73.8381299,4.2,2070.0,2.0,night_club,,OPERATIONAL,False,Night Club,Unknown
ChIJgxQS-3fAwjsRje6eRKPGAaM,Barbeque Nation - Pune - Deccan,Fc Road,,18.51643409999999,73.8422187,4.3,13248.0,3.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ7c4lPXTAwjsRU8h8e3qn6CU,Durvankur Dining Hall,Fc Road,,18.510734,73.8461745,4.1,19971.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJL6HU73_AwjsRsLTk2OUTTm8,Yana Sizzlers & Wok,Fc Road,,18.5303361,73.84363470000001,4.2,9936.0,3.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ11dyj8C_wjsRcjzJ4RcJVKo,The President Hotel - Banquets - Restaurant & Bar,Fc Road,,18.5129297,73.8370336,4.2,4105.0,Unknown,bar,,OPERATIONAL,True,Bar,Unknown
ChIJdfmcO4m_wjsRutuOGxFPhYc,Royal Symphony,Fc Road,,18.512781,73.8371386,4.2,38.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJUaHoJ4i_wjsR7DufOe7To34,GREAT MARATHA,Fc Road,,18.5147311,73.8417815,4.2,13.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJvVMG93fAwjsROblBNufhmE0,Ku Kooch Ku,Fc Road,,18.5170297,73.8428966,3.5,458.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJv7JqkXvAwjsRUndClRhvqgc,Joshi Wadewale,Fc Road,,18.5195463,73.8409435,3.7,2905.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJAQAAQPO_wjsRVNqW9FJHBGc,Pot Ice Cream,Fc Road,,18.5166412,73.83397099999999,3.1,15.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJ95xJM4i_wjsRkOwlGee2RmA,Hotel Sneha,Fc Road,,18.514066,73.840904,3.8,170.0,2.0,restaurant,,CLOSED_TEMPORARILY,False,Restaurant,Unknown
ChIJnUgz2nfAwjsRFcjApggtsos,Apnaghar,Fc Road,,18.5151698,73.8423615,4.1,18.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJ4-iJOYe_wjsRvcDLgbUE11k,Cream California,Fc Road,,18.5196883,73.8410798,4.3,1769.0,1.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJyUIXOIa_wjsRPEWQF-01YRc,"Spring Onion Bhandarkar Road, Deccan",Fc Road,,18.5181632,73.8381977,4.2,1718.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJyWPJXIe_wjsRwd9F7aZAGOA,VENKY'S XPRS,Fc Road,,18.5216166,73.8412467,4.1,895.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJx8FpMYe_wjsRbbVNCWNTxss,"Pizza Hut | FC Road, Pune",Fc Road,,18.5221376,73.84118099999999,4.4,5678.0,2.0,meal_takeaway,,OPERATIONAL,False,Takeaway,Italian
ChIJyyM2LIHAwjsRPdPDdybG-6k,Nusara Restaurant,Fc Road,,18.5204641,73.843538,4.6,1415.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJi7SJCoa_wjsRuleuuIHG_P0,Hotel Raviraj,Fc Road,,18.517931,73.83625479999999,3.8,2154.0,Unknown,bar,,OPERATIONAL,True,Bar,Unknown
ChIJsXqA9XfAwjsR6IVRUe2rXBk,Copper Chocs (Deccan Gymkhana),Fc Road,,18.5171143,73.8429416,3.5,48.0,2.0,bakery,,OPERATIONAL,False,Bakery,Unknown
ChIJB5CvV7XBwjsR9lUAAFUSORk,KFC,Fc Road,,18.5165262,73.84236609999999,4.1,5160.0,2.0,meal_takeaway,,OPERATIONAL,False,Takeaway,Unknown
ChIJmXv9NnjAwjsRL9jWXNikxGA,Dragon Ethnic Restaurant,Fc Road,,18.5185273,73.8442685,3.6,1129.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJFU5_4nfAwjsRaZ5Iyl2YBU4,Top In Town,Fc Road,,18.5153302,73.8418228,4.2,1531.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJGTsz6XfAwjsRjoOCuI2Z0z8,Shegaon Kachori,Fc Road,,18.5159627,73.843397,4.1,702.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJpyztgHfAwjsRTqvLHLNIyE8,Sukanta Thali,Fc Road,,18.5168369,73.8441892,4.1,21413.0,3.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJDUVRoXnAwjsRXOMBgNTIEVo,Eatsome,Fc Road,,18.5201263,73.8462759,3.9,234.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ2aalmIC_wjsRR7gBYwAhnGQ,Marrakesh,Fc Road,,18.5242881,73.8415247,3.8,2452.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJe6-dQn_AwjsRny2VxwzuAx8,Cafe Arizona Snooker & Pool,Fc Road,,18.5239789,73.8424699,4.1,3174.0,2.0,cafe,,OPERATIONAL,False,Cafe,Cafe
ChIJnenf-Ii_wjsRaJtt5ZESdLo,Le Plaisir,Fc Road,,18.5143642,73.8386081,4.4,11527.0,3.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJMxR91nfAwjsRn-eBnW6J7es,Pizza Cafe,Fc Road,,18.5145632,73.84208319999999,4.4,5.0,Unknown,cafe,,CLOSED_TEMPORARILY,True,Cafe,Cafe
ChIJvXUeCnnAwjsR5RIJD9MyOT4,The Belgian Waffle Co,Fc Road,,18.5203663,73.84580199999999,4.1,1399.0,2.0,cafe,,OPERATIONAL,False,Cafe,Unknown
ChIJJxwRbnm_wjsRzY3ZTIWeWpA,BOX8 - India's Largest Desi Meals Brand,Fc Road,,18.525111,73.8411516,3.4,52.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJf_2-b3m_wjsRLCC3NxJmhyU,MOJO Pizza - 2X Toppings,Fc Road,,18.525111,73.8411516,3.6,136.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Italian
ChIJkzLMCXnAwjsR0prNRI969r0,Shubham Pure Veg,Fc Road,,18.5208468,73.846217,3.7,2424.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJm3tSh3_AwjsRKmzYCnwSQ8s,Niranjan,Fc Road,,18.5260847,73.84193239999999,4.0,4156.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ2aCCPXrAwjsRiUsjez9XEAU,Appa Narayan Peth,Fc Road,,18.5136361,73.8445904,4.1,985.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJzxTzPXfAwjsRAi56ntLTckU,Sanskruti Pure Veg,Fc Road,,18.5154768,73.8463853,4.1,1724.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJGRz-iH_AwjsReh2M_Ew46uo,UFO Fries & Corn,Fc Road,,18.5266761,73.8422348,4.0,2958.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ8yqAHIC_wjsRBlA6I_pjvk4,Open Window Cafe Bistro,Fc Road,,18.5281707,73.84101059999999,4.0,2204.0,3.0,cafe,,OPERATIONAL,False,Cafe,Cafe
ChIJ6d5sVY6_wjsRfp9ZoRkHthU,Rasgandha,Fc Road,,18.5230196,73.8490434,4.4,16.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJi3zFeXrAwjsRggYBnnWq93w,Crazy Cheesy Cafe - Sadashiv Peth,Fc Road,,18.5122736,73.84634969999999,4.3,14483.0,2.0,cafe,,OPERATIONAL,False,Cafe,Cafe
ChIJMzTVp5y_wjsRKNmUpU4g8nY,NCC Canteen,Fc Road,,18.5219182,73.8293709,3.8,1180.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJuSQJrHbAwjsRbXXU9g4ThA0,Hotel Maratha Kolhapur Darbar,Fc Road,,18.512195,73.84766929999999,4.1,1693.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ4XQ-YmPAwjsRakl6oSI8VHc,Joshi Wadewale - Balgandharv [Main branch],Fc Road,,18.5224008,73.8497148,3.8,4666.0,Unknown,meal_takeaway,,OPERATIONAL,True,Takeaway,Unknown
ChIJ-25VDYDAwjsRKL000V_yr7c,Easy Foods (Monsoon Agro Bio Pvt Ltd),Fc Road,,18.5293477,73.84328119999999,4.1,955.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJnRujgY6_wjsRbpTOyoPsgIA,Katakirr Misal,Fc Road,,18.5112603,73.8337469,4.1,15376.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Maharashtrian
ChIJM7tGyXbAwjsRAK_steog2ZU,Ganesh Bhel,Fc Road,,18.5156863,73.8499655,3.8,215.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJaSKFT3HAwjsR65BaplVYxHE,Ashirvad Hotel,Fc Road,,18.5127793,73.84853629999999,4.2,573.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ7xer6n6_wjsR_hQbwPmkmOc,Monginis Cake Shop,Fc Road,,18.5298627,73.8369889,3.9,159.0,2.0,bakery,,OPERATIONAL,False,Bakery,Unknown
ChIJzeF2y3i_wjsRZbZuwCpcwVs,Copper Chocs (Model Colony),Fc Road,,18.5297624,73.8358793,4.0,47.0,2.0,bakery,,OPERATIONAL,False,Bakery,Unknown
ChIJTWm6cpC_wjsRyjwcGeLdP3U,Good Food Cafe,Fc Road,,18.5151268,73.82868549999999,4.3,27.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Cafe
ChIJ0384anzAwjsRVlu5E-Zm3hQ,Panchali (Pure Veg),Fc Road,,18.5258507,73.8503717,4.1,14149.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJm3mtbJC_wjsRZfBlDPFT_rA,Kalyan Bhel,Fc Road,,18.5150242,73.82813709999999,4.0,775.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJcX-dG3XAwjsRDwMNAy8Irs4,Saffron Vegetarian Restaurant,Fc Road,,18.5077902,73.8443775,4.2,8118.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
ChIJ5WisVXzAwjsRBr_ujk1Kueg,NCR,Fc Road,,18.5262484,73.8506263,4.1,305.0,Unknown,restaurant,,OPERATIONAL,True,Restaurant,Unknown
ChIJzXynRMC_wjsRa1lzEEkT7vE,Maratha Samrat - Kothrud,Kothrud,,18.5016667,73.8158333,4.4,4266.0,2.0,restaurant,,OPERATIONAL,False,Restaurant,Unknown
